uuid,name,name_plain,description,description_plain,item,owner,owner_plain,visits,votes,has_resource_pack,has_whitelist,player_count
,"{""italic"":false,""text"":""Oniviro110's World""}","Oniviro110's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Oniviro110""}","Oniviro110",1,0,false,false,-1
,"{""italic"":false,""text"":""CosmicCats's World""}","CosmicCats's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""CosmicCats""}","CosmicCats",6,0,false,false,-1
,"{""italic"":false,""text"":""PrinterOrb's World""}","PrinterOrb's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""PrinterOrb""}","PrinterOrb",1,0,false,false,-1
,"{""italic"":false,""text"":""Mactopus's World""}","Mactopus's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Mactopus""}","Mactopus",1,0,false,false,-1
,"{""italic"":false,""text"":""Tatertot5's World""}","Tatertot5's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Tatertot5""}","Tatertot5",6,0,false,false,-1
,"{""italic"":false,""text"":""Neons factory pack""}","Neons factory pack","{""italic"":false,""color"":""gray"",""text"":""WORK IN PROGRESS""}","WORK IN PROGRESS","furnace","{""italic"":false,""color"":""gray"",""text"":""NeonBlast22""}","NeonBlast22",4,0,false,false,-1
,"{""italic"":false,""text"":""Strider457's World""}","Strider457's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Strider457""}","Strider457",1,0,false,false,-1
,"{""italic"":false,""text"":""MurisMan's World""}","MurisMan's World","{""italic"":false,""color"":""gray"",""text"":""i don't even know""}","i don't even know","player_head","{""italic"":false,""color"":""gray"",""text"":""MurisMan""}","MurisMan",1,0,false,false,-1
,"{""italic"":false,""text"":""x377p's World""}","x377p's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""x377p""}","x377p",1,0,false,false,-1
,"{""italic"":false,""text"":""darkmagereturn's World""}","darkmagereturn's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""darkmagereturn""}","darkmagereturn",2,0,false,false,-1
,"{""italic"":false,""text"":""MichaelMiner137's World""}","MichaelMiner137's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""MichaelMiner137""}","MichaelMiner137",3,0,false,false,-1
,"{""italic"":false,""text"":""R/Place""}","R/Place","{""italic"":false,""color"":""gray"",""text"":""Add to the canvas every 10s""}","Add to the canvas every 10s","writable_book","{""italic"":false,""color"":""gray"",""text"":""IndexERR""}","IndexERR",55,0,false,false,-1
,"{""italic"":false,""text"":""(not finished)""}","(not finished)","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""hafael""}","hafael",11,0,false,false,-1
,"{""italic"":false,""text"":""non functional boat game !!!""}","non functional boat game !!!","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","acacia_boat","{""italic"":false,""color"":""gray"",""text"":""o7Moon""}","o7Moon",6,0,false,false,-1
,"{""italic"":false,""text"":""TheMCButterfly's World""}","TheMCButterfly's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""TheMCButterfly""}","TheMCButterfly",1,0,false,false,-1
,"{""italic"":false,""text"":""my world number 35613""}","my world number 35613","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""L""},{""color"":""#85E6A2"",""text"":""u""},{""color"":""#9AEEB2"",""text"":""a""},{""color"":""#AEF5C2"",""text"":""l""},{""color"":""#C2FCD2"",""text"":""t""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Lualt",3,0,false,false,-1
,"{""italic"":false,""text"":""mangaFku's World""}","mangaFku's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""mangaFku""}","mangaFku",4,0,false,false,-1
,"{""italic"":false,""text"":""CapWow's World""}","CapWow's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""CapWow""}","CapWow",3,0,false,false,-1
,"{""italic"":false,""text"":""test""}","test","{""italic"":false,""color"":""gray"",""text"":""just a test world""}","just a test world","redstone","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""L""},{""color"":""#85E6A2"",""text"":""u""},{""color"":""#9AEEB2"",""text"":""a""},{""color"":""#AEF5C2"",""text"":""l""},{""color"":""#C2FCD2"",""text"":""t""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Lualt",11,0,false,false,-1
,"{""italic"":false,""text"":""minelang""}","minelang","{""italic"":false,""color"":""gray"",""text"":""its wip :blush:""}","its wip :blush:","jigsaw","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""L""},{""color"":""#85E6A2"",""text"":""u""},{""color"":""#9AEEB2"",""text"":""a""},{""color"":""#AEF5C2"",""text"":""l""},{""color"":""#C2FCD2"",""text"":""t""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Lualt",8,0,false,false,-1
,"{""italic"":false,""text"":""Creeper9555's World""}","Creeper9555's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Creeper9555""}","Creeper9555",4,0,false,false,-1
,"{""italic"":false,""text"":""Sklipes's World""}","Sklipes's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Sklipes""}","Sklipes",18,0,false,false,-1
,"{""italic"":false,""text"":""yuhyuh""}","yuhyuh","{""italic"":false,""color"":""gray"",""text"":"":shrug:""}",":shrug:","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""L""},{""color"":""#85E6A2"",""text"":""u""},{""color"":""#9AEEB2"",""text"":""a""},{""color"":""#AEF5C2"",""text"":""l""},{""color"":""#C2FCD2"",""text"":""t""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Lualt",10,0,false,false,-1
,"{""italic"":false,""text"":""Supercrafter12's World""}","Supercrafter12's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Supercrafter12""}","Supercrafter12",2,0,false,false,-1
,"{""italic"":false,""text"":""100PercentANerd's World""}","100PercentANerd's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""100PercentANerd""}","100PercentANerd",4,0,false,false,-1
,"{""italic"":false,""text"":""stikosek's World""}","stikosek's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""stikosek""}","stikosek",3,0,false,false,-1
,"{""italic"":false,""text"":""rainbow roaaaaad""}","rainbow roaaaaad","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#FF00FF"",""text"":""ᴍᴏᴏꜱᴇ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""gray"",""extra"":[{""color"":""#FF2050"",""text"":""L""},{""color"":""#FF2160"",""text"":""e""},{""color"":""#FF2370"",""text"":""g""},{""color"":""#FF2480"",""text"":""i""},{""color"":""#FF2690"",""text"":""t""},{""color"":""#FF27A0"",""text"":""e""},{""color"":""#FF29AF"",""text"":""r""},{""color"":""#FF2ABF"",""text"":""m""},{""color"":""#FF2CCF"",""text"":""o""},{""color"":""#FF2DDF"",""text"":""o""},{""color"":""#FF2FEF"",""text"":""s""},{""color"":""#FF30FF"",""text"":""e""}],""text"":""""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴍᴏᴏꜱᴇ | Legitermoose",27,0,true,false,-1
,"{""italic"":false,""text"":""ImACouch's World""}","ImACouch's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ImACouch""}","ImACouch",3,0,false,false,-1
,"{""italic"":false,""text"":""CoderGage's World""}","CoderGage's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""CoderGage""}","CoderGage",16,0,false,false,-1
,"{""italic"":false,""text"":""cannedolives's World""}","cannedolives's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""cannedolives""}","cannedolives",2,0,false,false,-1
,"{""italic"":false,""text"":""Vertebrado's World""}","Vertebrado's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Vertebrado""}","Vertebrado",1,0,false,false,-1
,"{""italic"":false,""text"":""fxiq's World""}","fxiq's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""fxiq""}","fxiq",3,0,false,false,-1
,"{""italic"":false,""text"":""my_life_is_bad's World""}","my_life_is_bad's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""my_life_is_bad""}","my_life_is_bad",1,0,false,false,-1
,"{""italic"":false,""text"":""FMMercury's World""}","FMMercury's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""FMMercury""}","FMMercury",14,0,false,false,-1
,"{""italic"":false,""text"":""Lisse_'s World""}","Lisse_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Lisse_""}","Lisse_",1,0,false,false,-1
,"{""italic"":false,""text"":""WaffleDevs's World""}","WaffleDevs's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""WaffleDevs""}","WaffleDevs",8,0,false,false,-1
,"{""italic"":false,""text"":""Kotathecoolguy's World""}","Kotathecoolguy's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Kotathecoolguy""}","Kotathecoolguy",1,0,false,false,-1
,"{""italic"":false,""text"":""UwU_DaddyDelphic's World""}","UwU_DaddyDelphic's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""UwU_DaddyDelphic""}","UwU_DaddyDelphic",4,0,false,false,-1
,"{""italic"":false,""text"":""GoldenPawn1298's World""}","GoldenPawn1298's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Deuruem""}","Deuruem",11,0,false,false,-1
,"{""italic"":false,""text"":""___Artem__'s World""}","___Artem__'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""___Artem__""}","___Artem__",3,0,false,false,-1
,"{""italic"":false,""text"":""Arbitor's World""}","Arbitor's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Arbitor""}","Arbitor",1,0,false,false,-1
,"{""italic"":false,""extra"":[{""color"":""red"",""text"":""Dodge""},{""color"":""blue"",""text"":""bolt""},{""text"":"" ""},{""color"":""dark_gray"",""text"":""v0.01""}],""text"":""""}","Dodgebolt v0.01","{""italic"":false,""color"":""gray"",""text"":""Based on the MCC Game""}","Based on the MCC Game","bow","{""italic"":false,""color"":""gray"",""text"":""damlet""}","damlet",31,0,false,false,-1
,"{""italic"":false,""text"":""Boat Minigame (W.I.P)""}","Boat Minigame (W.I.P)","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","dark_oak_boat","{""italic"":false,""color"":""gray"",""text"":""VidTDM_XD""}","VidTDM_XD",7,0,false,false,-1
,"{""italic"":false,""text"":""Mina'sSwickServer""}","Mina'sSwickServer","{""italic"":false,""color"":""gray"",""text"":""A chaotic place.""}","A chaotic place.","skeleton_skull","{""italic"":false,""color"":""gray"",""text"":""HeyItsMina""}","HeyItsMina",16,0,false,false,-1
,"{""italic"":false,""text"":""VerySkilledGamer's World""}","VerySkilledGamer's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""VerySkilledGamer""}","VerySkilledGamer",1,0,false,false,-1
,"{""italic"":false,""text"":""Simple Parkour (WIP)""}","Simple Parkour (WIP)","{""italic"":false,""color"":""gray"",""text"":""A Parkour map""}","A Parkour map","rabbit_foot","{""italic"":false,""color"":""gray"",""text"":""Pk321""}","Pk321",18,0,false,false,-1
,"{""italic"":false,""text"":""sp000m's World""}","sp000m's World","{""italic"":false,""color"":""gray"",""text"":""A cool heist Minigame! :D WIP""}","A cool heist Minigame! :D WIP","player_head","{""italic"":false,""color"":""gray"",""text"":""sp000m""}","sp000m",6,0,false,false,-1
,"{""italic"":false,""text"":""Farm Blitz""}","Farm Blitz","{""italic"":false,""color"":""gray"",""text"":""Plant your way to victory!""}","Plant your way to victory!","wheat","{""italic"":false,""color"":""gray"",""text"":""DiamondSword008""}","DiamondSword008",53,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""KarlPlayGames""}","KarlPlayGames",3,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""PhantomiasDuck""}","PhantomiasDuck",5,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""notEpsilon""}","notEpsilon",37,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Yttrus""}","Yttrus",5,0,false,false,-1
,"{""italic"":false,""text"":""the datapack of all time""}","the datapack of all time","{""italic"":false,""color"":""gray"",""text"":""agimcla orwld fo ondewr""}","agimcla orwld fo ondewr","amethyst_cluster","{""italic"":false,""color"":""gray"",""text"":""YGRNDY""}","YGRNDY",58,0,false,false,-1
,"{""italic"":false,""text"":""HeckerCode""}","HeckerCode","{""italic"":false,""color"":""gray"",""text"":""very cool""}","very cool","player_head","{""italic"":false,""color"":""gray"",""text"":""Hecker_01""}","Hecker_01",9,0,false,false,-1
,"{""italic"":false,""text"":""Robber""}","Robber","{""italic"":false,""color"":""gray"",""text"":""Something cool soon!""}","Something cool soon!","diamond","{""italic"":false,""color"":""gray"",""text"":""Bansku_Dansku""}","Bansku_Dansku",12,0,false,false,-1
,"{""italic"":false,""text"":""Deadshot(not playable)""}","Deadshot(not playable)","{""italic"":false,""color"":""gray"",""text"":""it's pretty bland rn""}","it's pretty bland rn","bow","{""italic"":false,""color"":""gray"",""text"":""Ripetra""}","Ripetra",10,0,false,false,-1
,"{""italic"":false,""text"":""samswi's skywars""}","samswi's skywars","{""italic"":false,""color"":""gray"",""text"":""PRE_ALPHA""}","PRE_ALPHA","oak_sapling","{""italic"":false,""color"":""gray"",""text"":""samswi""}","samswi",30,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Ophelios""}","Ophelios",12,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""FrodoBaggins444""}","FrodoBaggins444",1,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Rio123445""}","Rio123445",2,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""M1lkys""}","M1lkys",1,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""MonkeyGoGoBeans""}","MonkeyGoGoBeans",6,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""FatCactis""}","FatCactis",7,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Jighted""}","Jighted",13,0,false,false,-1
,"{""italic"":false,""color"":""aqua"",""text"":""Box of Bits""}","Box of Bits","{""italic"":false,""color"":""red"",""text"":""wow, you read this!""}","wow, you read this!","player_head","{""italic"":false,""color"":""gray"",""text"":""Stantoncomet""}","Stantoncomet",27,0,false,false,-1
,"{""italic"":false,""text"":""Empty""}","Empty","{""italic"":false,""color"":""gray"",""text"":""okay""}","okay","structure_void","{""italic"":false,""color"":""gray"",""text"":""zF4ke""}","zF4ke",6,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""iGrom""}","iGrom",3,0,false,false,-1
,"{""italic"":false,""text"":""Escape Room (W.I.P.)""}","Escape Room (W.I.P.)","{""italic"":false,""color"":""gray"",""text"":""testing""}","testing","player_head","{""italic"":false,""color"":""gray"",""text"":""Samjb09""}","Samjb09",16,0,false,false,-1
,"{""italic"":false,""text"":""Parkor - Dance Above Losers""}","Parkor - Dance Above Losers","{""italic"":false,""color"":""gray"",""text"":""Jump from block to block!""}","Jump from block to block!","totem_of_undying","{""italic"":false,""color"":""gray"",""text"":""xTrae""}","xTrae",25,0,false,false,-1
,"{""italic"":false,""text"":""Husky's Test Area""}","Husky's Test Area","{""italic"":false,""color"":""gray"",""text"":""Idk""}","Idk","cod_spawn_egg","{""italic"":false,""color"":""gray"",""text"":""HuskyManiac""}","HuskyManiac",18,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","beacon","{""italic"":false,""color"":""gray"",""text"":""Letimaki""}","Letimaki",11,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Towster_""}","Towster_",3,0,false,false,-1
,"{""italic"":false,""text"":""Qwertz's Buncha Bull""}","Qwertz's Buncha Bull","{""italic"":false,""color"":""gray"",""text"":""dont ask""}","dont ask","flowering_azalea","{""italic"":false,""color"":""gray"",""text"":""qwertzuwu""}","qwertzuwu",8,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","egg","{""italic"":false,""color"":""gray"",""text"":""Ch1cken""}","Ch1cken",2,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Acudit""}","Acudit",3,0,false,false,-1
,"{""italic"":false,""text"":""Idk lol""}","Idk lol","{""italic"":false,""color"":""gray"",""text"":""idk""}","idk","cracked_polished_blackstone_bricks","{""italic"":false,""color"":""gray"",""text"":""NameGoesThere""}","NameGoesThere",9,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""MoonLightX1""}","MoonLightX1",11,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""kingcablooe""}","kingcablooe",5,0,false,false,-1
,"{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","white_wool","{""italic"":false,""color"":""gray"",""text"":""CaptainBlaze2099""}","CaptainBlaze2099",8,0,false,false,-1
,"{""italic"":false,""text"":""rainbow roaaaaad""}","rainbow roaaaaad","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#FF00FF"",""text"":""ᴍᴏᴏꜱᴇ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""gray"",""extra"":[{""color"":""#FF2050"",""text"":""L""},{""color"":""#FF2160"",""text"":""e""},{""color"":""#FF2370"",""text"":""g""},{""color"":""#FF2480"",""text"":""i""},{""color"":""#FF2690"",""text"":""t""},{""color"":""#FF27A0"",""text"":""e""},{""color"":""#FF29AF"",""text"":""r""},{""color"":""#FF2ABF"",""text"":""m""},{""color"":""#FF2CCF"",""text"":""o""},{""color"":""#FF2DDF"",""text"":""o""},{""color"":""#FF2FEF"",""text"":""s""},{""color"":""#FF30FF"",""text"":""e""}],""text"":""""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴍᴏᴏꜱᴇ | Legitermoose",27,0,true,false,-1
,"{""italic"":false,""text"":""super99A's World""}","super99A's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""super99A""}","super99A",0,0,false,false,-1
,"{""italic"":false,""text"":""Zicawoomps's World""}","Zicawoomps's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Zicawoomps""}","Zicawoomps",0,0,false,false,-1
,"{""italic"":false,""text"":""Timongcraft's World""}","Timongcraft's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Timongcraft""}","Timongcraft",0,0,false,false,-1
,"{""italic"":false,""text"":""Daybroken's World""}","Daybroken's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Daybroken""}","Daybroken",0,0,false,false,-1
,"{""italic"":false,""text"":""SwitchedCube's World""}","SwitchedCube's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""SwitchedCube""}","SwitchedCube",0,0,false,false,-1
,"{""italic"":false,""text"":""Hubcat_'s World""}","Hubcat_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Hubcat_""}","Hubcat_",0,0,false,false,-1
,"{""italic"":false,""text"":""1tsZak's World""}","1tsZak's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""1tsZak""}","1tsZak",0,0,false,false,-1
,"{""italic"":false,""text"":""StarDroid77's World""}","StarDroid77's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""StarDroid77""}","StarDroid77",0,0,false,false,-1
,"{""italic"":false,""text"":""Game_Nerd4594's World""}","Game_Nerd4594's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Game_Nerd4594""}","Game_Nerd4594",0,0,false,false,-1
,"{""italic"":false,""text"":""Fuchsi5000's World""}","Fuchsi5000's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Fuchsi5000""}","Fuchsi5000",0,0,false,false,-1
,"{""italic"":false,""text"":""BlueLime_'s World""}","BlueLime_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""BlueLime_""}","BlueLime_",0,0,false,false,-1
